2020-06-27;Sa;29.2;17.4
2020-06-28;Su;27.9;16.8
2020-06-29;Mo;21.9;14.6
2020-06-30;Tu;26.2;13.6
2020-07-01;We;29.8;14.6
2020-07-02;Th;25.8;16.4
2020-07-03;Fr;21.8;14.6
2020-07-04;Sa;25.6;13.1
2020-07-05;Su;28.2;16.5
2020-07-06;Mo;23.4;12.9
2020-07-07;Tu;21.5;11.1
2020-07-08;We;26.7;12.1
2020-07-09;Th;29.5;15.1
2020-07-10;Fr;31.0;16.2
2020-07-11;Sa;19.8;13.1
2020-07-12;Su;22.4;11.0
2020-07-13;Mo;23.4;10.6
2020-07-14;Tu;24.8;10.9
2020-07-15;We;21.4;14.3
2020-07-16;Th;17.5;12.9
2020-07-17;Fr;21.2;12.6
2020-07-18;Sa;20.6;11.6
2020-07-19;Su;26.3;15.2
2020-07-20;Mo;29.1;16.7
2020-07-21;Tu;28.5;16.1
2020-07-22;We;26.9;14.7
2020-07-23;Th;26.7;16.3
2020-07-24;Fr;25.2;16.0
2020-07-25;Sa;26.6;17.5
2020-07-26;Su;25.0;16.2
2020-07-27;Mo;29.4;13.7
2020-07-28;Tu;32.0;18.7
2020-07-29;We;27.0;16.1
2020-07-30;Th;30.6;15.6
2020-07-31;Fr;32.7;16.8
2020-08-01;Sa;34.2;18.3
2020-08-02;Su;22.7;16.7
2020-08-03;Mo;18.7;13.2
2020-08-04;Tu;14.6;12.6
2020-08-05;We;21.9;10.0
2020-08-06;Th;25.8;12.6
2020-08-07;Fr;29.0;15.5
2020-08-08;Sa;30.2;15.3
2020-08-09;Su;30.4;16.0
2020-08-10;Mo;31.4;15.1
2020-08-11;Tu;30.5;19.3
2020-08-12;We;29.9;18.0
2020-08-13;Th;27.7;18.3
2020-08-14;Fr;25.8;18.0
2020-08-15;Sa;27.4;17.8
2020-08-16;Su;28.1;15.8
2020-08-17;Mo;23.8;18.0
2020-08-18;Tu;22.1;16.7
2020-08-19;We;26.1;14.1
2020-08-20;Th;30.8;14.4
2020-08-21;Fr;34.1;17.3
2020-08-22;Sa;23.5;16.9
2020-08-23;Su;23.5;15.6
2020-08-24;Mo;22.8;14.1
2020-08-25;Tu;25.4;12.1
2020-08-26;We;27.5;16.0
2020-08-27;Th;22.8;13.4
2020-08-28;Fr;28.6;15.7
2020-08-29;Sa;15.7;13.3
2020-08-30;Su;15.3;11.8
2020-08-31;Mo;17.7;10.4
2020-09-01;Tu;16.8;11.9
2020-09-02;We;19.1;10.8
2020-09-03;Th;21.9;11.0
2020-09-04;Fr;26.6;16.4
2020-09-05;Sa;27.7;15.6
2020-09-06;Su;17.9;13.8
2020-09-07;Mo;18.4;11.3
2020-09-08;Tu;21.5;10.4
2020-09-09;We;25.2;10.1
2020-09-10;Th;23.8;12.9
2020-09-11;Fr;23.6;13.2
2020-09-12;Sa;26.0;12.3
2020-09-13;Su;26.8;13.0
2020-09-14;Mo;27.0;13.0
2020-09-15;Tu;28.9;13.5
2020-09-16;We;27.2;16.0
2020-09-17;Th;24.7;14.3
2020-09-18;Fr;20.4;10.0
2020-09-19;Sa;22.7;7.1
2020-09-20;Su;23.2;9.7
2020-09-21;Mo;24.0;10.9
2020-09-22;Tu;25.6;12.5
2020-09-23;We;20.2;14.1
2020-09-24;Th;21.6;13.4
2020-09-25;Fr;13.7;5.5
2020-09-26;Sa;7.7;6.3
2020-09-27;Su;15.6;5.0
2020-09-28;Mo;10.7;4.9
2020-09-29;Tu;12.2;8.7
2020-09-30;We;17.8;8.2
2020-10-01;Th;19.4;6.5
2020-10-02;Fr;18.4;9.8
2020-10-03;Sa;22.1;5.1
2020-10-04;Su;17.3;4.7
2020-10-05;Mo;14.6;9.0
2020-10-06;Tu;13.6;9.1
2020-10-07;We;13.4;8.5
2020-10-08;Th;17.7;8.7
2020-10-09;Fr;19.0;10.1
2020-10-10;Sa;13.0;7.1
2020-10-11;Su;9.9;5.6
2020-10-12;Mo;8.7;3.6
2020-10-13;Tu;9.8;4.0
2020-10-14;We;9.1;3.8
2020-10-15;Th;7.8;5.8
2020-10-16;Fr;8.9;6.2
2020-10-17;Sa;8.9;5.7
2020-10-18;Su;11.2;5.0
2020-10-19;Mo;12.5;3.9
2020-10-20;Tu;15.8;1.3
2020-10-21;We;21.0;5.6
2020-10-22;Th;17.2;8.8
2020-10-23;Fr;19.1;12.0
2020-10-24;Sa;14.8;7.9
2020-10-25;Su;17.6;3.7
2020-10-26;Mo;9.3;4.0
2020-10-27;Tu;11.1;3.9
2020-10-28;We;14.7;3.5
2020-10-29;Th;11.2;8.9
2020-10-30;Fr;14.7;9.0
2020-10-31;Sa;17.9;6.3
2020-11-01;Su;15.6;5.6
2020-11-02;Mo;21.5;14.5
2020-11-03;Tu;17.3;8.3
2020-11-04;We;9.3;7.4
2020-11-05;Th;11.4;3.5
2020-11-06;Fr;6.7;2.2
2020-11-07;Sa;10.1;2.9
2020-11-08;Su;12.6;2.6
2020-11-09;Mo;8.7;2.4
2020-11-10;Tu;7.4;1.7
2020-11-11;We;9.7;4.8
2020-11-12;Th;14.2;4.2
2020-11-13;Fr;15.8;4.3
2020-11-14;Sa;17.1;4.5
2020-11-15;Su;15.8;3.1
2020-11-16;Mo;13.2;8.1
2020-11-17;Tu;11.9;4.4
2020-11-18;We;13.9;2.1
2020-11-19;Th;14.0;4.0
2020-11-20;Fr;5.8;-1.2
2020-11-21;Sa;5.8;-2.2
2020-11-22;Su;9.6;-2.8
2020-11-23;Mo;8.2;2.7
2020-11-24;Tu;6.0;2.7
2020-11-25;We;5.4;0.5
2020-11-26;Th;5.5;-0.5
2020-11-27;Fr;4.0;-1.4
2020-11-28;Sa;0.5;-1.7
2020-11-29;Su;1.5;-1.1
2020-11-30;Mo;1.4;-4.3
2020-12-01;Tu;1.7;-3.3
2020-12-02;We;0.5;-3.2
2020-12-03;Th;2.8;-3.0
2020-12-04;Fr;8.4;-2.9
2020-12-05;Sa;5.0;0.2
2020-12-06;Su;4.3;-0.2
2020-12-07;Mo;4.9;0.0
2020-12-08;Tu;2.8;-2.3
2020-12-09;We;1.2;-0.1
2020-12-10;Th;2.1;0.6
2020-12-11;Fr;2.8;-0.6
2020-12-12;Sa;5.1;0.3
2020-12-13;Su;5.3;2.8
2020-12-14;Mo;7.3;-0.5
2020-12-15;Tu;5.1;1.0
2020-12-16;We;6.0;1.0
2020-12-17;Th;8.9;-0.3
2020-12-18;Fr;7.2;-1.4
2020-12-19;Sa;0.0;-2.4
2020-12-20;Su;0.7;-1.9
2020-12-21;Mo;6.8;0.7
2020-12-22;Tu;13.9;6.3
2020-12-23;We;14.1;9.5
2020-12-24;Th;9.9;4.2
2020-12-25;Fr;4.2;-0.3
2020-12-26;Sa;1.3;-3.4
2020-12-27;Su;1.1;-4.9
2020-12-28;Mo;1.9;-1.9
2020-12-29;Tu;6.2;0.2
2020-12-30;We;4.6;-1.0
2020-12-31;Th;5.1;-1.9
2021-01-01;Fr;3.7;-2.9
2021-01-02;Sa;0.6;-2.9
2021-01-03;Su;0.5;-2.2
2021-01-04;Mo;0.0;-1.8
2021-01-05;Tu;-0.6;-2.1
2021-01-06;We;-0.3;-2.0
2021-01-07;Th;1.5;-1.0
2021-01-08;Fr;1.8;-1.2
2021-01-09;Sa;1.6;-3.3
2021-01-10;Su;-2.3;-7.4
2021-01-11;Mo;-4.8;-7.9
2021-01-12;Tu;2.4;-5.0
2021-01-13;We;3.2;-1.2
2021-01-14;Th;2.1;-2.8
2021-01-15;Fr;-1.3;-6.0
2021-01-16;Sa;-1.2;-5.0
2021-01-17;Su;0.1;-4.5
2021-01-18;Mo;1.8;-0.1
2021-01-19;Tu;5.7;-2.6
2021-01-20;We;10.1;-1.6
2021-01-21;Th;14.5;-1.5
2021-01-22;Fr;13.1;3.3
2021-01-23;Sa;3.5;-0.3
2021-01-24;Su;2.2;-2.3
2021-01-25;Mo;1.2;-3.6
2021-01-26;Tu;0.3;-2.4
2021-01-27;We;2.4;-2.7
2021-01-28;Th;8.5;1.4
2021-01-29;Fr;10.5;5.1
2021-01-30;Sa;8.6;2.0
2021-01-31;Su;2.0;-0.9
2021-02-01;Mo;8.5;-0.4
2021-02-02;Tu;11.1;5.4
2021-02-03;We;10.8;7.6
2021-02-04;Th;11.1;5.3
2021-02-05;Fr;11.5;4.6
2021-02-06;Sa;8.2;3.6
2021-02-07;Su;3.7;0.5
2021-02-08;Mo;6.5;-0.4
2021-02-09;Tu;0.1;-1.5
2021-02-10;We;-0.1;-8.6
2021-02-11;Th;-4.1;-10.4
2021-02-12;Fr;-3.6;-11.2
2021-02-13;Sa;-3.4;-11.3
2021-02-14;Su;1.0;-10.1
2021-02-15;Mo;4.0;-7.9
2021-02-16;Tu;11.1;1.6
2021-02-17;We;10.4;1.0
2021-02-18;Th;12.9;-0.4
2021-02-19;Fr;10.4;6.0
2021-02-20;Sa;16.6;1.5
2021-02-21;Su;13.4;0.1
2021-02-22;Mo;14.2;-0.1
2021-02-23;Tu;17.2;1.0
2021-02-24;We;18.6;3.0
2021-02-25;Th;20.0;3.3
2021-02-26;Fr;17.0;4.6
2021-02-27;Sa;8.1;0.9
2021-02-28;Su;9.0;-1.1
2021-03-01;Mo;13.0;-1.6
2021-03-02;Tu;14.2;-0.6
2021-03-03;We;12.8;-0.7
2021-03-04;Th;14.5;3.8
2021-03-05;Fr;5.6;-1.7
2021-03-06;Sa;5.6;-3.4
2021-03-07;Su;9.1;-4.2
2021-03-08;Mo;6.6;-1.1
2021-03-09;Tu;6.3;-3.1
2021-03-10;We;7.1;0.8
2021-03-11;Th;15.7;1.9
2021-03-12;Fr;10.4;3.9
2021-03-13;Sa;12.9;4.5
2021-03-14;Su;5.8;0.9
2021-03-15;Mo;4.3;0.6
2021-03-16;Tu;5.1;0.4
2021-03-17;We;3.8;0.2
2021-03-18;Th;4.4;-1.1
2021-03-19;Fr;4.7;-1.5
2021-03-20;Sa;0.6;-3.0
2021-03-21;Su;1.6;-1.7
2021-03-22;Mo;3.9;1.1
2021-03-23;Tu;6.7;-0.2
2021-03-24;We;14.0;-1.4
2021-03-25;Th;16.6;3.7
2021-03-26;Fr;18.5;3.9
2021-03-27;Sa;10.7;5.1
2021-03-28;Su;14.8;3.4
2021-03-29;Mo;19.6;4.6
2021-03-30;Tu;21.8;3.8
2021-03-31;We;22.7;5.0
2021-04-01;Th;23.3;10.5
2021-04-02;Fr;13.9;4.7
2021-04-03;Sa;7.8;2.9
2021-04-04;Su;11.4;0.1
2021-04-05;Mo;15.1;-2.5
2021-04-06;Tu;2.5;-2.9
2021-04-07;We;3.5;-2.2
2021-04-08;Th;6.5;-0.7
2021-04-09;Fr;17.0;-0.1
2021-04-10;Sa;17.8;6.5
2021-04-11;Su;20.3;7.9
2021-04-12;Mo;9.5;0.8
2021-04-13;Tu;5.9;0.3
2021-04-14;We;7.1;-0.6
2021-04-15;Th;7.5;-1.5
2021-04-16;Fr;7.7;-1.6
2021-04-17;Sa;6.9;0.4
2021-04-18;Su;7.3;2.8
2021-04-19;Mo;12.0;3.5
2021-04-20;Tu;13.7;5.6
2021-04-21;We;17.0;3.2
2021-04-22;Th;14.4;3.8
2021-04-23;Fr;15.5;1.1
2021-04-24;Sa;18.6;2.1
2021-04-25;Su;15.7;4.8
2021-04-26;Mo;15.0;3.0
2021-04-27;Tu;16.9;2.9
2021-04-28;We;20.0;4.2
2021-04-29;Th;15.5;9.2
2021-04-30;Fr;19.6;6.6
2021-05-01;Sa;12.3;6.5
2021-05-02;Su;10.6;3.9
2021-05-03;Mo;13.3;4.3
2021-05-04;Tu;17.4;5.5
2021-05-05;We;12.1;4.4
2021-05-06;Th;12.1;5.6
2021-05-07;Fr;10.6;2.1
2021-05-08;Sa;18.8;1.8
2021-05-09;Su;27.7;9.4
2021-05-10;Mo;30.7;14.5
2021-05-11;Tu;18.0;9.8
2021-05-12;We;10.8;8.8
2021-05-13;Th;13.0;8.4
2021-05-14;Fr;17.5;6.4
2021-05-15;Sa;16.6;7.7
2021-05-16;Su;18.2;6.6
2021-05-17;Mo;15.9;8.4
2021-05-18;Tu;14.5;8.1
2021-05-19;We;13.0;7.1
2021-05-20;Th;15.2;6.7
2021-05-21;Fr;16.9;7.5
2021-05-22;Sa;17.6;6.8
2021-05-23;Su;15.5;6.6
2021-05-24;Mo;19.1;7.8
2021-05-25;Tu;15.1;7.8
2021-05-26;We;16.2;8.1
2021-05-27;Th;15.4;7.8
2021-05-28;Fr;17.0;7.3
2021-05-29;Sa;18.2;7.5
2021-05-30;Su;17.8;5.7
2021-05-31;Mo;18.5;5.8
2021-06-01;Tu;21.9;6.3
2021-06-02;We;24.9;7.0
2021-06-03;Th;26.8;10.8
2021-06-04;Fr;27.1;12.6
2021-06-05;Sa;23.2;12.8
2021-06-06;Su;17.3;12.8
2021-06-07;Mo;23.2;14.0
2021-06-08;Tu;25.9;13.3
2021-06-09;We;25.4;13.4
2021-06-10;Th;25.4;14.3
2021-06-11;Fr;25.7;14.7
2021-06-12;Sa;27.0;16.0
2021-06-13;Su;23.1;12.5
2021-06-14;Mo;25.7;10.9
2021-06-15;Tu;28.1;11.2
2021-06-16;We;29.6;14.0
2021-06-17;Th;31.6;14.7
2021-06-18;Fr;32.3;16.0
2021-06-19;Sa;31.6;20.1
2021-06-20;Su;28.6;19.8
2021-06-21;Mo;29.2;15.6
2021-06-22;Tu;25.7;16.3
2021-06-23;We;25.9;13.5
2021-06-24;Th;23.3;13.7
2021-06-25;Fr;22.5;13.9
2021-06-26;Sa;24.9;12.7
2021-06-27;Su;27.5;13.6
2021-06-28;Mo;29.9;16.9
2021-06-29;Tu;26.1;12.9
2021-06-30;We;18.3;12.0
2021-07-01;Th;16.8;11.6
2021-07-02;Fr;22.6;12.7
2021-07-03;Sa;25.1;11.7
2021-07-04;Su;22.9;14.7
2021-07-05;Mo;22.4;13.9
2021-07-06;Tu;31.5;15.4
2021-07-07;We;20.5;16.7
2021-07-08;Th;20.1;14.7
